2018,8,25,0,2,42.,"6f2330fe68d0a5fd3d8aff8d84a65b533c37792e",0.99760404231338551
2018,8,25,2,9,12.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.99588595633444876
2018,8,25,3,54,22.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.98209072304136713
2018,8,25,5,38,31.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.99639313729251544
2018,8,25,7,17,33.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",5.7583216247864248
2018,8,25,9,9,55.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",7.5489125323742572
2018,8,25,10,52,58.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.97414548486781238
2018,8,25,12,27,17.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.99121043592079672
2018,8,25,14,6,54.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",8.2702794861793887
2018,8,25,15,48,48.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.99070490485769691
2018,8,25,17,30,48.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.98786578145313475
2018,8,25,19,11,14.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.99756258887065274
2018,8,25,20,57,19.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",1.0452464050877877
2018,8,25,22,38,40.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.99802404581759607
2018,8,26,0,30,55.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.99174028948863524
2018,8,26,2,20,19.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.99416767746721246
2018,8,26,4,0,43.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.98729580968487707
2018,8,26,5,41,22.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.99997372941441887
2018,8,26,7,19,18.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",7.84805848472765
2018,8,26,9,10,14.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.99277735336389439
2018,8,26,10,59,32.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.99337081085385248
2018,8,26,12,45,36.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.98770249237677465
2018,8,26,14,33,17.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.99439158661555493
2018,8,26,16,26,34.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.99861933355463228
2018,8,26,18,19,44.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.99668347891362041
2018,8,26,20,4,54.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.99228918057796656
2018,8,26,21,58,54.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.9925200854726175
2018,8,26,23,54,52.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",8.4387459682762849
2018,8,27,1,45,57.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.99526427262538109
2018,8,27,3,43,31.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.99689798791758899
2018,8,27,5,39,27.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.99304862452740128
2018,8,27,7,47,30.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",8.2362753450006476
2018,8,27,9,41,43.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.97995336144432099
2018,8,27,11,40,16.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",0.99417739534883898
2018,8,27,13,38,12.,"5c5b3bfb2e6f3f99071917f4c68c7d940d32f18b",5.7355559172478179
2018,8,27,15,34,36.,"4328977f56539697cfb485c420ae27ca1c06f595",0.9994961924145539
